Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Customer_Status_Predicted
73490-PUN,Female,70,Yes,Punjab,11,15,Deal 4,No,,Yes,DSL,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,0.0,0,0.0,329.8,Churned,Other,Deceased,1.0
13179-MAD,Male,80,Yes,Madhya Pradesh,8,24,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.25,560.6,0.0,0,284.1,844.7,Churned,Attitude,Attitude of support person,1.0
75915-KER,Male,29,Yes,Kerala,3,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0.0,0,5.67,75.97,Churned,Other,Don't know,1.0
22533-RAJ,Female,63,No,Rajasthan,15,24,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,1060.2,49.06,0,367.56,1378.7,Churned,Dissatisfaction,Service dissatisfaction,1.0
69071-ODI,Female,36,No,Odisha,1,21,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.5,452.7,0.0,0,16.25,468.95,Churned,Competitor,Competitor offered more data,1.0
56554-RAJ,Female,29,Yes,Rajasthan,0,11,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.75,19.75,0.0,0,10.22,29.97,Joined,,,1.0
86362-ASS,Female,35,Yes,Assam,15,11,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.3,74.3,0.0,0,39.55,113.85,Joined,,,1.0
68786-RAJ,Female,37,Yes,Rajasthan,2,23,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.0,531.0,0.0,0,252.48,783.48,Churned,Dissatisfaction,Service dissatisfaction,1.0
63298-MAH,Female,38,No,Maharashtra,11,32,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.8,169.65,0.0,0,103.6,273.25,Stayed,,,1.0
16440-MAH,Male,40,Yes,Maharashtra,0,36,Deal 5,No,,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35.1,68.75,0.0,10,0.0,78.75,Churned,Attitude,Attitude of support person,1.0
27977-KER,Female,39,No,Kerala,2,18,Deal 5,No,,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.55,174.3,0.0,10,0.0,184.3,Churned,Attitude,Attitude of service provider,1.0
17845-TEL,Female,79,No,Telangana,8,12,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,0.0,0,12.46,82.01,Churned,Dissatisfaction,Network reliability,1.0
63833-TAM,Female,58,No,Tamil Nadu,2,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,79.5,0.0,0,48.97,128.47,Churned,Attitude,Attitude of service provider,1.0
84956-BIH,Male,82,No,Bihar,5,14,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.45,158.4,0.0,0,46.92,205.32,Churned,Price,Long distance charges,1.0
84687-PUN,Female,31,No,Punjab,0,18,Deal 5,No,,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.7,24.7,0.0,70,0.0,94.7,Joined,,,1.0
46571-HAR,Female,65,Yes,Haryana,8,33,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,84.05,186.05,0.0,0,43.8,229.85,Joined,,,1.0
31962-KAR,Male,25,Yes,Karnataka,2,35,,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,24.05,24.05,0.0,0,20.26,44.31,Churned,Price,Price too high,1.0
44857-GUJ,Female,46,Yes,Gujarat,14,2,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,237.95,0.0,0,52.08,290.03,Churned,Competitor,Competitor had better devices,1.0
69715-WES,Female,23,Yes,West Bengal,6,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0,506.9,0.0,0,62.65,569.55,Churned,Attitude,Attitude of service provider,1.0
71261-TAM,Female,59,No,Tamil Nadu,2,27,,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.45,70.45,0.0,0,20.1,90.55,Joined,,,1.0
67427-MAH,Female,31,Yes,Maharashtra,10,1,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75,66.95,0.0,0,0.0,66.95,Churned,Competitor,Competitor offered higher download speeds,1.0
92249-MAD,Male,49,No,Madhya Pradesh,15,8,Deal 5,No,,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,30.5,208.7,0.0,0,0.0,208.7,Churned,Competitor,Competitor had better devices,1.0
77688-TAM,Male,35,No,Tamil Nadu,4,13,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49.0,49.0,0.0,0,49.19,98.19,Joined,,,1.0
73132-UTT,Female,49,Yes,Uttar Pradesh,10,15,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.05,266.9,0.0,0,50.32,317.22,Churned,Competitor,Competitor had better devices,1.0
42909-KER,Female,35,No,Kerala,0,4,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.15,77.15,0.0,10,27.7,114.85,Churned,Dissatisfaction,Limited range of services,1.0
95617-TAM,Female,22,No,Tamil Nadu,6,7,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,1164.3,0.0,0,366.48,1530.78,Churned,Price,Price too high,1.0
47767-BIH,Female,22,Yes,Bihar,0,1,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,81.0,340.85,0.0,50,86.48,477.33,Churned,Dissatisfaction,Limited range of services,1.0
77983-TAM,Female,35,Yes,Tamil Nadu,9,35,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,70.15,70.15,0.0,0,2.24,72.39,Churned,Competitor,Competitor offered higher download speeds,1.0
61409-KAR,Male,53,Yes,Karnataka,0,34,Deal 5,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,225.6,0.0,0,34.32,259.92,Churned,Dissatisfaction,Network reliability,1.0
15788-DEL,Female,63,Yes,Delhi,8,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,45.8,115.4,Churned,Dissatisfaction,Poor expertise of online support,1.0
77311-KER,Male,31,No,Kerala,13,26,,No,,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.55,201.0,0.0,0,0.0,201.0,Churned,Price,Long distance charges,1.0
13058-MAD,Female,58,No,Madhya Pradesh,13,22,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,46.1,130.15,0.0,0,7.98,138.13,Joined,,,1.0
31940-ODI,Male,63,No,Odisha,6,35,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.05,746.5,0.0,30,109.62,886.12,Churned,Attitude,Attitude of service provider,1.0
78319-TEL,Male,71,Yes,Telangana,8,9,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.45,1145.7,0.0,0,661.05,1806.75,Churned,Dissatisfaction,Limited range of services,1.0
29871-DEL,Male,58,Yes,Delhi,3,34,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,420.2,0.0,0,112.88,533.08,Churned,Dissatisfaction,Service dissatisfaction,1.0
33911-TEL,Female,47,No,Telangana,12,1,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,929.45,0.0,0,327.6,1257.05,Stayed,,,1.0
23829-TAM,Male,76,Yes,Tamil Nadu,5,32,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,898.35,0.0,0,413.7,1312.05,Churned,Competitor,Competitor made better offer,1.0
91585-TAM,Male,43,No,Tamil Nadu,9,2,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,25.15,0.0,0,0.0,25.15,Churned,Competitor,Competitor had better devices,1.0
32847-KER,Female,58,Yes,Kerala,15,12,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.1,455.3,0.0,0,70.86,526.16,Churned,Price,Long distance charges,1.0
63487-MAH,Female,36,Yes,Maharashtra,8,34,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.75,44.75,0.0,0,40.87,85.62,Joined,,,1.0
12728-AND,Female,28,Yes,Andhra Pradesh,2,13,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.3,324.2,0.0,0,154.96,479.16,Stayed,,,1.0
83601-MAH,Female,20,No,Maharashtra,13,5,,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.7,335.65,0.0,0,18.96,354.61,Stayed,,,1.0
77286-PUN,Male,29,No,Punjab,7,8,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,758.6,0.0,0,442.26,1200.86,Churned,Competitor,Competitor offered higher download speeds,1.0
21140-UTT,Male,38,No,Uttar Pradesh,7,36,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,926.25,0.0,0,494.34,1420.59,Churned,Other,Moved,1.0
53295-WES,Female,35,No,West Bengal,7,33,Deal 5,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,25.7,25.7,0.0,0,43.84,69.54,Joined,,,1.0
94573-ASS,Female,71,No,Assam,12,7,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,181.6,0.0,0,168.52,350.12,Churned,Competitor,Competitor made better offer,1.0
39937-UTT,Female,34,Yes,Uttar Pradesh,5,32,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.85,1625.65,0.0,0,76.67,1702.32,Churned,Price,Price too high,1.0
45390-PUN,Female,27,Yes,Punjab,5,8,Deal 5,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,273.25,0.0,0,148.98,422.23,Stayed,,,1.0
94086-WES,Female,67,Yes,West Bengal,6,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,181.7,0.0,0,41.98,223.68,Churned,Other,Don't know,1.0
55339-TAM,Female,70,Yes,Tamil Nadu,9,7,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,0.0,0,24.24,73.79,Churned,Dissatisfaction,Limited range of services,1.0
64297-MAD,Male,23,Yes,Madhya Pradesh,7,7,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,90.75,0.0,0,23.06,113.81,Churned,Attitude,Attitude of support person,1.0
82267-JHA,Female,33,No,Jharkhand,12,7,,No,,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.25,85.5,0.0,10,0.0,95.5,Churned,Dissatisfaction,Product dissatisfaction,1.0
78085-ODI,Male,28,No,Odisha,2,36,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55,184.1,0.0,0,67.78,251.88,Churned,Attitude,Attitude of support person,1.0
15349-UTT,Male,47,Yes,Uttar Pradesh,9,12,Deal 5,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,50.15,0.0,0,39.87,90.02,Joined,,,1.0
67567-TAM,Male,70,No,Tamil Nadu,8,1,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,0.0,0,13.02,178.42,Churned,Competitor,Competitor made better offer,1.0
25161-DEL,Female,64,Yes,Delhi,11,26,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,1258.3,0.0,110,661.95,2030.25,Churned,Competitor,Competitor made better offer,1.0
89798-UTT,Male,38,Yes,Uttarakhand,15,8,,No,,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,36.0,780.15,0.0,0,0.0,780.15,Stayed,,,1.0
28281-KAR,Male,56,Yes,Karnataka,8,32,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,253.8,0.0,0,148.89,402.69,Joined,,,1.0
88111-MAH,Female,52,Yes,Maharashtra,15,32,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,83.4,83.4,0.0,0,43.06,126.46,Joined,,,1.0
42029-TAM,Male,32,Yes,Tamil Nadu,3,30,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.5,76.95,0.0,0,111.03,187.98,Joined,,,1.0
12490-TEL,Female,52,No,Telangana,9,6,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.75,238.1,38.84,0,37.5,236.76,Joined,,,1.0
67856-AND,Male,67,No,Andhra Pradesh,2,5,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.25,331.9,12.48,0,11.35,330.77,Churned,Price,Price too high,1.0
13203-RAJ,Female,49,Yes,Rajasthan,10,20,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1679.4,38.65,0,133.56,1774.31,Stayed,,,1.0
49491-TEL,Female,49,Yes,Telangana,6,19,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.0,865.85,22.55,0,560.88,1404.18,Stayed,,,1.0
95873-GUJ,Male,43,No,Gujarat,12,26,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-8.0,199.75,0.0,0,135.72,335.47,Stayed,,,1.0
15692-UTT,Female,25,No,Uttar Pradesh,0,23,,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.05,45.05,0.0,0,48.03,93.08,Churned,Competitor,Competitor had better devices,1.0
24757-UTT,Female,32,No,Uttar Pradesh,9,1,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.05,80.35,0.0,10,59.38,149.73,Churned,Attitude,Attitude of service provider,1.0
62968-UTT,Female,18,No,Uttar Pradesh,4,3,,Yes,No,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,59.55,59.55,0.0,0,41.39,100.94,Joined,,,1.0
91132-WES,Female,65,No,West Bengal,15,19,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.65,68.65,0.0,0,12.4,81.05,Churned,Price,Price too high,1.0
68826-MAH,Male,48,No,Maharashtra,14,1,,No,,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.7,24.7,0.0,0,0.0,24.7,Joined,,,1.0
88459-UTT,Female,70,Yes,Uttar Pradesh,5,14,,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,346.2,0.0,0,193.4,539.6,Churned,Competitor,Competitor had better devices,1.0
35520-ASS,Female,25,No,Assam,7,3,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.5,80.5,0.0,0,35.77,116.27,Churned,Dissatisfaction,Product dissatisfaction,1.0
13664-TAM,Female,44,Yes,Tamil Nadu,5,31,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,0.0,0,19.98,99.23,Churned,Dissatisfaction,Service dissatisfaction,1.0
92306-JAM,Female,56,Yes,Jammu & Kashmir,1,4,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,80.6,155.8,0.0,0,10.64,166.44,Churned,Competitor,Competitor made better offer,1.0
49995-TEL,Male,44,Yes,Telangana,11,23,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,1215.65,0.0,0,379.73,1595.38,Stayed,,,1.0
83610-BIH,Female,66,Yes,Bihar,0,11,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.2,140.1,0.0,0,14.58,154.68,Joined,,,1.0
32563-KAR,Female,34,Yes,Karnataka,3,22,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,146.65,0.0,10,22.38,179.03,Joined,,,1.0
36284-ODI,Male,43,Yes,Odisha,4,13,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.55,44.55,0.0,0,41.1,85.65,Joined,,,1.0
46378-MAH,Female,59,Yes,Maharashtra,15,10,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.4,154.8,0.0,0,14.98,169.78,Joined,,,1.0
93845-MAH,Male,33,No,Maharashtra,8,7,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1651.95,49.38,0,216.98,1819.55,Stayed,,,1.0
75124-MAH,Female,38,Yes,Maharashtra,6,12,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,333.6,0.0,0,96.36,429.96,Churned,Other,Moved,1.0
44202-TEL,Female,50,Yes,Telangana,9,14,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,69.95,0.0,0,11.45,81.4,Joined,,,1.0
76322-GUJ,Female,75,Yes,Gujarat,12,15,,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.9,788.35,0.0,0,648.7,1437.05,Stayed,,,1.0
79020-KAR,Female,29,No,Karnataka,15,29,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,80.8,332.45,0.0,0,169.32,501.77,Churned,Competitor,Competitor offered higher download speeds,1.0
26757-KAR,Female,35,No,Karnataka,3,9,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,424.15,0.0,0,182.6,606.75,Churned,Competitor,Competitor had better devices,1.0
84588-UTT,Female,68,No,Uttar Pradesh,1,9,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.85,1772.25,0.0,0,49.2,1821.45,Churned,Attitude,Attitude of service provider,1.0
74078-GUJ,Female,63,Yes,Gujarat,15,1,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,85.3,781.4,0.0,10,435.42,1226.82,Stayed,,,1.0
96108-MAD,Female,57,Yes,Madhya Pradesh,1,28,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,307.4,0.0,0,129.72,437.12,Churned,Dissatisfaction,Product dissatisfaction,1.0
78100-KAR,Female,57,No,Karnataka,12,31,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.15,98.5,0.0,0,12.94,111.44,Churned,Competitor,Competitor offered higher download speeds,1.0
11751-UTT,Male,39,No,Uttar Pradesh,4,23,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,1060.2,0.0,0,452.1,1512.3,Churned,Competitor,Competitor offered more data,1.0
19837-TAM,Female,57,Yes,Tamil Nadu,4,6,,No,,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,51.4,96.8,0.0,0,0.0,96.8,Joined,,,1.0
99585-JAM,Male,70,Yes,Jammu & Kashmir,6,14,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.45,74.45,0.0,0,39.61,114.06,Churned,Competitor,Competitor made better offer,1.0
57010-WES,Female,67,Yes,West Bengal,0,25,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,1078.9,0.0,0,282.37,1361.27,Churned,Competitor,Competitor made better offer,1.0
62238-KER,Female,26,No,Kerala,2,8,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55,145.4,0.0,0,17.0,162.4,Churned,Competitor,Competitor had better devices,1.0
13666-UTT,Male,57,Yes,Uttarakhand,15,16,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.4,293.15,0.0,0,51.03,344.18,Joined,,,1.0
95794-RAJ,Male,54,Yes,Rajasthan,13,1,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.8,321.9,0.0,0,29.04,350.94,Churned,Dissatisfaction,Network reliability,1.0
62375-JAM,Female,62,Yes,Jammu & Kashmir,3,25,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,573.3,0.0,0,287.52,860.82,Churned,Competitor,Competitor had better devices,1.0
18986-ODI,Female,38,No,Odisha,11,4,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,193.8,0.0,0,85.78,279.58,Churned,Dissatisfaction,Lack of self-service on Website,1.0
14698-PUN,Male,25,No,Punjab,4,13,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,89.9,0.0,0,32.85,122.75,Churned,Other,Don't know,1.0
86783-TEL,Female,69,Yes,Telangana,0,24,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,572.45,0.0,0,92.64,665.09,Stayed,,,1.0
46577-MAH,Female,36,Yes,Maharashtra,13,8,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.85,953.45,0.0,0,432.6,1386.05,Churned,Competitor,Competitor offered more data,1.0
42571-JAM,Female,27,No,Jammu & Kashmir,8,32,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.8,85.8,0.0,0,34.47,120.27,Churned,Competitor,Competitor made better offer,1.0
45084-JAM,Female,18,No,Jammu & Kashmir,14,9,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.2,292.85,0.0,20,69.78,382.63,Churned,Competitor,Competitor made better offer,1.0
95019-TEL,Male,40,No,Telangana,12,9,Deal 4,No,,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,331.85,48.59,0,0.0,283.26,Stayed,,,1.0
11472-PUN,Female,33,No,Punjab,8,6,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.4,55.4,0.0,0,13.01,68.41,Churned,Competitor,Competitor had better devices,1.0
82895-UTT,Female,26,No,Uttar Pradesh,8,23,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,69.95,0.0,0,13.04,82.99,Churned,Competitor,Competitor made better offer,1.0
64910-ODI,Female,76,Yes,Odisha,6,7,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,88.8,0.0,10,49.6,148.4,Churned,Competitor,Competitor made better offer,1.0
19811-MAH,Female,35,Yes,Maharashtra,10,7,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,248.4,0.0,0,99.9,348.3,Joined,,,1.0
